Order ID,Order Date,Ship Date,Customer Name,Country,Category,Sales,Profit,Quantity,Discount
GS-1282,2025-04-03,2025-04-11,Charlie,India,Furniture,1524.09,35.49,,
GS-1283,2025-05-02,2025-05-07,Grace,UK,Office Supplies,2267.84,144.48,10.0,
GS-1284,2025-07-12,2025-07-18,Bob,UK,Office Supplies,3786.21,1113.53,1.0,0.5
GS-1285,2025-04-26,2025-04-29,Eve,USA,Office Supplies,3747.25,-440.31,10.0,
GS-1286,2025-04-20,2025-04-22,Frank,Brazil,Furniture,4589.99,-132.76,1.0,1.2
GS-1287,2025-04-17,2025-04-20,Frank,Brazil,Furniture,2407.85,-768.85,3.0,0.1
GS-1288,,2025-09-25,Alice,USA,Office Supplies,3888.96,335.73,1.0,1.2
GS-1289,2025-10-11,2025-10-12,Eve,India,Office Supplies,331.13,-87.28,,0.1
GS-1290,2025-09-14,2025-09-13,Alice,Germany,Office Supplies,2001.9,116.1,10.0,0.1
GS-1291,2025-03-17,2025-03-27,Henry,Brazil,Office Supplies,4635.97,-1866.67,3.0,1.2
GS-1292,2025-06-20,2025-06-27,Charlie,UK,Office Supplies,1705.96,-118.27,3.0,
GS-1293,2025-08-28,2025-08-26,Henry,USA,Furniture,1778.58,297.65,1.0,1.2
GS-1294,2025-10-30,2025-11-03,Diana,Germany,Furniture,683.68,-200.65,3.0,
GS-1295,2025-01-24,2025-01-28,Charlie,USA,Office Supplies,3860.6,1311.07,,0.0
GS-1296,2025-05-31,2025-06-04,Charlie,UK,Technology,1326.69,271.67,10.0,0.1
GS-1297,2025-01-24,2025-01-24,Henry,Brazil,Furniture,315.19,87.23,1.0,0.0
GS-1298,2025-09-22,2025-09-24,Charlie,India,Furniture,1290.54,378.75,1.0,0.2
GS-1299,2025-05-22,2025-05-28,Henry,Germany,Office Supplies,2035.48,-121.14,10.0,0.1
GS-1300,2025-07-09,2025-07-11,Bob,UK,Technology,4303.09,-1340.29,5.0,
GS-1301,2025-01-30,2025-01-30,Charlie,Germany,Office Supplies,3708.35,1298.56,2.0,0.2
GS-1302,2025-02-09,2025-02-09,Frank,India,Furniture,648.06,-70.7,5.0,0.2
GS-1303,2025-10-21,2025-10-26,Grace,Germany,Office Supplies,2617.16,1036.23,,
GS-1304,2025-02-28,2025-02-27,Alice,Germany,Furniture,4346.4,-1530.55,,0.2
GS-1305,2025-09-04,2025-09-14,Diana,Germany,Furniture,430.43,24.86,,0.1
GS-,2025-04-17,2025-04-19,Frank,Brazil,Office Supplies,250.3,-3.01,,0.5
GS-1307,2025-08-11,2025-08-17,Henry,Germany,Technology,4650.72,1580.3,3.0,0.1
GS-,2025-03-08,2025-03-16,Eve,USA,Technology,2842.63,-433.83,1.0,0.1
GS-1309,2025-12-20,2025-12-18,Frank,Brazil,Technology,703.39,38.08,3.0,
GS-1310,2025-07-24,2025-07-24,Bob,UK,Office Supplies,1479.51,-720.96,1.0,1.2
GS-1311,,2025-04-04,Frank,Brazil,Office Supplies,1222.74,-74.62,2.0,0.0
GS-1312,2025-11-09,2025-11-12,Henry,UK,Office Supplies,1922.5,-638.25,10.0,0.0
GS-1313,2025-11-25,2025-12-05,Diana,UK,Technology,145.2,-68.29,10.0,0.5
GS-1314,2025-03-24,2025-03-31,Bob,USA,Office Supplies,505.53,147.53,3.0,
GS-1315,2025-12-28,2026-01-05,Alice,India,Furniture,1054.84,-147.57,3.0,
GS-1316,2025-05-27,2025-05-27,Alice,UK,Office Supplies,3581.49,-1147.28,1.0,1.2
GS-1317,2025-07-08,2025-07-10,Frank,UK,Office Supplies,206.94,-64.11,3.0,1.2
GS-1318,2025-01-06,2025-01-10,Henry,USA,Technology,4925.98,263.98,1.0,0.0
GS-1319,2025-11-03,2025-11-02,Frank,Indai,Furniture,3595.11,1236.33,10.0,0.1
GS-1320,2025-10-27,2025-10-25,Henry,USA,Technology,1698.21,-568.72,2.0,
GS-1321,2025-06-03,2025-06-11,Eve,Brazil,Furniture,4507.62,-456.72,0.0,0.1
GS-1322,2025-08-11,2025-08-10,Henry,USA,Technology,4591.09,-142.72,2.0,1.2
GS-1323,2025-09-22,2025-10-02,Bob,Germany,Furniture,841.62,-49.12,3.0,0.1
GS-1324,2025-08-19,2025-08-29,Charlie,India,Technology,1492.27,-671.26,2.0,0.5
GS-1325,2025-10-31,2025-11-05,Diana,India,Technology,1267.3,-326.55,,0.1
GS-1326,2025-07-25,2025-07-27,Bob,Indai,Office Supplies,4176.59,-505.17,1.0,0.2
GS-1327,2025-03-30,2025-04-04,Grace,USA,Technology,4963.05,-2164.49,5.0,0.0
GS-1328,2025-10-23,2025-10-30,Charlie,USA,Technology,252.2,-83.48,1.0,0.5
GS-,2025-06-27,2025-07-07,Bob,India,Office Supplies,179.55,42.01,0.0,0.1
GS-1330,2025-10-27,2025-10-30,Charlie,Indai,Office Supplies,738.88,-187.41,1.0,0.1
GS-1331,2025-04-28,2025-05-08,Grace,Germany,Technology,2387.92,794.64,5.0,0.0
GS-1332,2025-04-02,2025-04-03,Grace,USA,Office Supplies,2138.4,-394.0,5.0,
GS-1333,2025-10-01,2025-09-30,Frank,USA,Office Supplies,1968.12,185.9,,0.2
GS-1005,2025-03-11,2025-03-11,Charlie,Brazil,Office Supplies,2076.34,-912.14,,0.2
GS-1335,2025-06-13,2025-06-21,Diana,Germany,Furniture,2267.66,673.16,,0.0
GS-1336,2025-06-04,2025-06-02,Alice,Germany,Office Supplies,3030.04,343.31,3.0,0.2
GS-1337,2025-10-30,2025-11-01,Eve,UK,Office Supplies,2183.38,-434.91,5.0,0.5
GS-1338,2025-01-25,2025-01-24,Frank,Brazil,Technology,2256.65,-769.82,0.0,1.2
GS-1339,2025-09-27,2025-09-26,Grace,Germany,Furniture,1288.94,244.11,5.0,0.1
GS-1340,2025-11-24,2025-11-26,Frank,USA,Technology,1172.87,-0.09,0.0,0.2
GS-1341,2025-06-26,2025-07-06,Diana  ,India,Furniture,1989.82,693.7,,
GS-1342,2025-08-09,2025-08-08,Bob,UK,Technology,2800.25,881.75,0.0,0.5
GS-1343,2025-12-12,2025-12-14,Diana,India,Furniture,4112.85,-1160.13,2.0,0.2
GS-1344,2025-04-25,2025-04-25,Charlie,USA,Office Supplies,1121.44,-279.87,0.0,
GS-1345,2025-05-30,2025-06-01,Bob,USA,Furniture,388.59,87.64,1.0,0.1
GS-1346,2025-07-19,2025-07-18,Charlie,USA,Furniture,1391.42,-616.78,3.0,0.2
GS-1347,2025-10-01,2025-10-05,Bob,Germany,Furniture,3264.38,-66.48,,0.0
GS-1348,2025-03-28,2025-03-30,Eve,Indai,Office Supplies,1050.67,-32.75,0.0,0.5
GS-1349,2025-08-01,2025-08-03,Frank  ,UK,Technology,1150.47,74.84,10.0,
GS-1350,2025-01-29,2025-02-03,Eve,USA,Furniture,418.81,-11.25,,0.5
GS-1005,2025-05-08,2025-05-15,Diana,Germany,Furniture,2530.77,827.36,2.0,
GS-1352,2025-05-19,2025-05-21,Eve,UK,Office Supplies,4755.05,873.95,2.0,0.1
GS-1353,2025-03-26,2025-03-31,Henry,Germany,Furniture,9.92,1.01,0.0,0.2
GS-1354,2025-06-09,2025-06-14,Eve,UK,Technology,2666.41,244.55,1.0,0.2
GS-1355,2025-10-21,2025-10-22,Diana,India,Office Supplies,2151.12,200.02,,0.5
GS-1356,2025-07-16,2025-07-18,Charlie,Brazil,Technology,1200.27,-480.83,2.0,
GS-1357,2025-01-20,2025-01-30,Grace,Germany,Furniture,2053.74,-45.3,3.0,
GS-1358,2025-09-20,2025-09-29,Eve,UK,Furniture,4581.32,-497.43,1.0,0.0
GS-1359,2025-05-18,2025-05-25,Frank,USA,Furniture,4980.95,143.66,0.0,0.0
GS-1360,2025-09-22,2025-10-02,Bob,Germany,Furniture,3518.96,676.6,0.0,0.1
GS-1361,2025-10-05,2025-10-11,Diana  ,UK,Technology,63.28,22.29,1.0,0.0
GS-1362,2025-08-27,2025-09-06,Bob,Germany,Office Supplies,2765.13,75.55,,0.2
GS-1363,2025-11-07,2025-11-15,Eve,Brazil,Technology,4781.84,-161.92,5.0,0.0
GS-1364,2025-11-13,2025-11-20,Grace,Germany,Furniture,110.27,23.94,0.0,0.0
GS-1365,2025-02-24,2025-03-05,Charlie,Brazil,Office Supplies,2762.46,-168.53,3.0,0.0
GS-1366,2025-11-14,2025-11-16,Frank,India,Office Supplies,2100.39,-917.96,2.0,0.5
GS-1367,2025-05-09,2025-05-17,Diana,USA,Office Supplies,3600,1264.74,2.0,0.2
GS-1368,2025-11-13,2025-11-16,Frank,India,Office Supplies,2088.17,284.3,5.0,0.2
GS-1369,2025-03-10,2025-03-10,Bob,India,Furniture,4348.11,-369.7,,0.1
GS-1370,2025-07-02,2025-07-05,Alice,USA,Office Supplies,2187.64,-536.95,10.0,
GS-1371,2026-01-01,2026-01-06,Charlie,USA,Technology,2182.41,28.26,2.0,0.5
GS-1372,2025-06-30,2025-07-06,Eve,India,Office Supplies,3897.49,-1610.68,,
GS-1005,2025-08-10,2025-08-14,Eve,Germany,Technology,2528.19,-981.95,1.0,0.2
GS-1374,2025-12-29,2025-12-30,Bob,UK,Office Supplies,1669.43,-269.48,,0.5
GS-1375,2025-12-09,2025-12-17,Eve,UK,Furniture,2439.79,443.76,5.0,0.0
GS-1376,2025-03-08,2025-03-08,Charlie,India,Furniture,21.36,-4.0,5.0,0.0
GS-1377,2025-10-18,2025-10-25,Diana,Germany,Office Supplies,3130.79,-597.22,,1.2
GS-1378,,2025-06-29,Grace,Germany,Technology,785.89,241.88,0.0,0.5
GS-1379,2025-01-02,2025-01-09,Diana,USA,Office Supplies,1715.98,-823.28,3.0,0.5
GS-1380,2025-07-09,2025-07-07,Charlie,Germany,Technology,1661.7,-614.69,5.0,
GS-1381,2025-01-23,2025-01-23,Charlie,India,Office Supplies,4143.58,-1258.65,3.0,
GS-1382,2025-05-23,2025-05-21,Henry,USA,Technology,968.43,217.58,2.0,0.1
GS-1383,2025-09-30,2025-10-02,Henry,USA,Technology,4383.48,-0.1,3.0,0.1
GS-1384,2025-02-02,2025-02-03,Eve,USA,Technology,3881.83,769.69,5.0,
GS-1385,2025-09-08,2025-09-14,Alice,UK,Technology,1835.28,82.7,0.0,0.2
GS-1386,2025-11-02,2025-11-03,Charlie,Germany,Office Supplies,3771.19,-740.97,0.0,0.1
GS-1387,2025-10-31,2025-11-07,Frank,Germany,Technology,132.2,22.52,,0.5
GS-1388,2025-05-09,2025-05-18,Diana,India,Furniture,N/A,218.52,2.0,
GS-1005,,2025-09-12,Diana  ,Brazil,Technology,1943.14,500.68,,0.0
GS-1390,2025-11-11,2025-11-16,Frank,India,Office Supplies,28.65,-12.98,10.0,0.1
GS-1391,2025-04-25,2025-04-30,Eve,India,Furniture,3582.13,-1722.01,3.0,
GS-1392,2025-09-08,2025-09-12,Charlie,Brazil,Technology,N/A,571.15,10.0,
GS-1393,2025-02-25,2025-03-06,Charlie,USA,Technology,3417.77,226.11,3.0,
GS-1394,2025-04-04,2025-04-11,Henry,USA,Office Supplies,N/A,-323.74,3.0,0.5
GS-1395,2025-01-01,2025-01-07,Bob,Germany,Technology,2651.68,-700.66,10.0,0.5
GS-1396,2025-11-25,2025-12-04,Henry,UK,Furniture,-2.85,-0.96,1.0,0.5
GS-1397,2025-11-02,2025-11-05,Bob,USA,Furniture,4860.42,-215.51,0.0,0.5
GS-1398,2025-05-02,2025-05-12,Charlie,USA,Office Supplies,4175.84,-797.68,2.0,0.0
GS-1399,2025-08-21,2025-08-25,Charlie,India,Furniture,1828.2,-617.18,1.0,1.2
GS-1400,2025-02-23,2025-02-22,Alice,UK,Technology,450.1,-42.85,0.0,0.2
GS-1401,2025-04-10,2025-04-09,Charlie,UK,Office Supplies,67.6,-13.93,10.0,
GS-1402,2025-02-04,2025-02-02,Grace,USA,Furniture,632.87,71.03,0.0,0.1
GS-1403,2025-01-17,2025-01-21,Eve,UK,Office Supplies,3860.74,-222.82,,0.1
GS-1404,2025-07-27,2025-07-30,Bob,Brazil,Furniture,2069.99,514.03,0.0,
GS-1405,2025-10-26,2025-11-02,Frank,Germany,Office Supplies,2788.22,778.46,3.0,
GS-1406,2025-09-30,2025-10-07,Bob,Germany,Technology,857.16,-341.76,,0.2
GS-1407,2025-10-05,2025-10-07,Eve,India,Furniture,1413.41,309.44,1.0,0.0
GS-1408,2025-06-14,2025-06-17,Henry,Germany,Office Supplies,3830.1,-103.54,5.0,0.5
GS-1409,2025-02-06,2025-02-13,Henry,India,Office Supplies,4959.71,669.77,2.0,0.2
GS-1410,2025-11-30,2025-11-29,Frank,USA,Technology,3369.07,158.67,3.0,
GS-1411,2025-12-08,2025-12-14,Charlie,UK,Technology,993.45,-478.02,0.0,0.0
GS-1412,2025-02-12,2025-02-11,Bob,USA,Office Supplies,4948.97,-2285.06,2.0,0.0
GS-1413,2025-07-06,2025-07-08,Diana,Germany,Technology,726.23,83.41,0.0,0.0
GS-1414,2025-02-11,2025-02-18,Grace,Germany,Furniture,3366.7,-166.27,1.0,0.2
GS-1415,2025-09-20,2025-09-25,Alice,India,Office Supplies,3353.92,-963.49,,0.1
GS-1416,2025-06-26,2025-07-04,Henry,Brazil,Furniture,4907.84,-1660.93,0.0,0.5
GS-1417,,2025-04-03,Charlie,India,Furniture,1392.91,517.87,10.0,
GS-1418,2025-06-06,2025-06-07,Diana,India,Furniture,1448.57,-130.16,2.0,
GS-1419,2025-09-03,2025-09-06,Diana,India,Furniture,3244.53,800.75,3.0,
GS-1420,2025-11-12,2025-11-22,Eve,USA,Office Supplies,1272.15,313.48,0.0,0.5
GS-1421,2025-09-09,2025-09-13,Grace,Brazil,Furniture,1708.08,-245.62,3.0,
GS-1422,2025-01-15,2025-01-23,Alice,Brazil,Technology,4445.1,1693.14,,
GS-1423,2025-01-22,2025-01-23,Henry,Brazil,Furniture,2279.89,614.41,3.0,0.5
GS-1424,2025-07-29,2025-07-27,Charlie,Germany,Technology,3034.95,622.77,2.0,
GS-1425,2025-03-23,2025-03-27,Diana,Germany,Office Supplies,1295.94,127.71,,0.2
GS-1426,2025-11-06,2025-11-16,Charlie,India,Furniture,4367.37,-667.51,1.0,0.2
GS-,2025-07-03,2025-07-07,Henry,Indai,Technology,1349.95,-182.1,3.0,1.2
GS-1428,2025-02-02,2025-02-02,Eve,India,Furniture,854.53,-87.78,10.0,
GS-1429,2025-04-18,2025-04-20,Alice,UK,Technology,2784.09,820.87,,0.0
GS-1430,2025-01-03,2025-01-02,Frank,UK,Technology,3754.75,1014.28,,0.0
GS-1431,2025-01-14,2025-01-13,Frank,USA,Office Supplies,1322.06,-235.78,,0.2
GS-1005,2025-05-24,2025-05-26,Henry,Germany,Office Supplies,2260.9,-822.28,2.0,0.1
GS-1433,2025-08-31,2025-09-05,Charlie,UK,Office Supplies,741.79,249.34,0.0,0.5
GS-1434,2025-04-30,2025-05-03,Grace,Germany,Technology,2302.29,-1121.84,5.0,
GS-1435,2025-07-26,2025-07-31,Eve,Indai,Furniture,90.7,21.17,3.0,0.5
GS-1436,2025-01-22,2025-01-22,Henry,Germany,Furniture,2153.67,-827.71,0.0,0.2
GS-1437,2025-02-14,2025-02-20,Alice,UK,Technology,4728.57,-1942.26,0.0,0.5
GS-1438,2025-10-28,2025-11-04,Diana,Germany,Technology,4480.58,-1782.32,,0.1
GS-,2025-04-18,2025-04-19,Charlie,Germany,Office Supplies,1409.67,-78.17,3.0,0.5
GS-1440,2025-03-31,2025-03-29,Diana,USA,Furniture,1749.38,415.58,5.0,
GS-1441,2025-06-03,2025-06-02,Henry,Brazil,Furniture,689.72,-147.98,10.0,
GS-1442,2025-06-18,2025-06-28,Frank,Germany,Furniture,2625.33,-379.5,10.0,0.5
GS-1443,2025-01-01,2025-01-10,Charlie,India,Office Supplies,4476.1,-254.45,0.0,0.5
GS-1444,2025-01-25,2025-01-27,Grace,Germany,Office Supplies,323.5,-56.65,2.0,
GS-1445,2025-04-22,2025-05-02,Bob,India,Furniture,2626.26,-153.57,0.0,1.2
GS-1446,2025-03-14,2025-03-12,Alice,UK,Furniture,4273.04,-74.74,1.0,
GS-1447,2025-05-19,2025-05-22,Eve,India,Office Supplies,4463.57,-691.53,10.0,0.1
GS-1448,2025-12-20,2025-12-29,Eve,USA,Furniture,4239.08,1624.43,,0.2
GS-1449,2025-11-24,2025-12-04,Charlie,USA,Furniture,1233.34,-233.22,1.0,0.2
GS-1450,2025-11-09,2025-11-18,Charlie,Brazil,Technology,2349.13,-289.95,3.0,1.2
GS-1451,2025-10-14,2025-10-21,Henry,Brazil,Technology,1595.19,539.26,2.0,0.1
GS-1452,2025-10-21,2025-10-30,Henry,Brazil,Office Supplies,3881.47,-986.9,,0.5
GS-1453,2025-06-26,2025-06-30,Frank,UK,Technology,1511.64,-166.49,,0.0
GS-1454,2025-06-15,2025-06-17,Frank,India,Technology,1532.71,-406.71,1.0,0.1
GS-1455,2025-11-07,2025-11-15,Alice,Germany,Furniture,3969.61,-1909.75,0.0,0.5
GS-1456,2025-04-02,2025-04-06,Henry,USA,Furniture,3020.44,708.97,,0.1
GS-1457,2025-03-23,2025-03-25,Frank,India,Technology,2976.76,-972.69,5.0,1.2
GS-1458,2025-12-04,2025-12-06,Eve,Germany,Office Supplies,2979.1,-1133.46,3.0,1.2
GS-1459,2025-04-11,2025-04-16,Alice,USA,Office Supplies,262.98,-84.48,1.0,0.1
GS-1460,2025-03-30,2025-04-08,Henry,Brazil,Furniture,1309.17,216.39,10.0,0.0
GS-1461,2025-04-20,2025-04-21,Frank,Germany,Technology,3170.72,-832.79,0.0,0.0
GS-1462,2025-07-14,2025-07-14,Eve,UK,Technology,4641.21,1767.92,0.0,0.1
GS-1463,2025-11-08,2025-11-17,Diana,USA,Office Supplies,763.38,75.28,1.0,
GS-1464,2025-05-30,2025-06-07,Grace,Germany,Furniture,2805.5,-1153.14,2.0,1.2
GS-1465,2025-11-04,2025-11-08,Grace,Germany,Technology,4926.15,758.56,10.0,0.2
GS-1466,2025-10-20,2025-10-28,Charlie,UK,Office Supplies,716.38,-132.68,2.0,0.1
GS-1467,2025-06-12,2025-06-10,Eve,USA,Technology,2121.97,-550.62,5.0,1.2
GS-1468,2025-12-02,2025-12-11,Charlie,India,Office Supplies,4890.92,-1822.92,2.0,0.5
GS-1469,,2025-03-01,Grace,USA,Furniture,1036.59,-235.97,5.0,0.2
GS-1470,2025-06-21,2025-06-30,Eve,UK,Technology,1932.19,-860.28,0.0,0.0
GS-1471,,2025-12-26,Frank,UK,Office Supplies,4528.21,519.1,,
GS-1472,2025-05-01,2025-05-06,Grace,Brazil,Technology,4826.92,1638.98,,0.2
GS-1005,2025-01-31,2025-02-03,Frank  ,India,Furniture,3388.56,701.87,10.0,0.0
GS-1474,2025-08-19,2025-08-21,Grace,Germany,Technology,3263.16,487.63,2.0,
GS-1475,2025-12-07,2025-12-13,Frank,USA,Office Supplies,3079.91,-849.76,1.0,
GS-1476,2025-12-09,2025-12-18,Alice,Germany,Furniture,1567.83,316.82,1.0,0.5
GS-1477,2025-06-02,2025-06-01,Eve,Germany,Technology,128.38,-35.77,5.0,1.2
GS-1478,2025-03-10,2025-03-19,Diana,Germany,Office Supplies,1350.81,-665.08,,0.5
GS-1479,2025-07-07,2025-07-08,Bob,India,Furniture,537.77,-250.12,5.0,0.2
GS-1480,2025-12-07,2025-12-10,Henry  ,India,Technology,4031.81,-1900.59,3.0,
GS-1481,2025-08-22,2025-09-01,Henry,Brazil,Furniture,1951.35,-508.79,10.0,1.2
GS-1482,2025-07-31,2025-07-31,Charlie,Brazil,Office Supplies,1622.09,630.12,5.0,0.1
GS-1483,2025-06-26,2025-07-06,Charlie,India,Technology,3009.16,-308.11,3.0,0.2
GS-1484,2025-04-17,2025-04-21,Alice,UK,Furniture,2955.41,557.18,1.0,0.0
GS-1485,2025-10-29,2025-10-30,Bob,India,Technology,758.16,122.49,0.0,0.2
GS-1486,2025-01-18,2025-01-16,Diana,USA,Furniture,3740.78,-267.27,1.0,0.5
GS-1487,2025-11-12,2025-11-13,Bob,USA,Office Supplies,2016.56,434.61,10.0,0.2
GS-1488,2025-10-08,2025-10-15,Diana,India,Technology,3615.23,21.14,2.0,0.0
GS-1489,2025-11-08,2025-11-16,Bob,UK,Office Supplies,4036.21,319.28,,
GS-1490,2025-07-18,2025-07-18,Charlie,UK,Furniture,3689.76,-1584.13,2.0,0.0
GS-1491,2025-06-19,2025-06-23,Henry,Germany,Furniture,4954.83,1930.31,0.0,0.5
GS-1492,2025-12-16,2025-12-15,Grace,Brazil,Furniture,2182.72,599.75,3.0,0.5
GS-1493,2025-11-28,2025-11-27,Bob,Germany,Furniture,2800.65,-1217.56,10.0,1.2
GS-1494,2025-02-14,2025-02-17,Alice,USA,Furniture,4361.26,884.15,2.0,
GS-1495,2025-08-22,2025-08-30,Eve,UK,Furniture,3652.94,-1105.79,3.0,1.2
GS-1496,2025-03-19,2025-03-23,Eve,India,Furniture,4887.69,-906.11,1.0,0.1
GS-1497,2025-10-05,2025-10-07,Frank,Germany,Office Supplies,1250.17,272.16,1.0,0.1
GS-1498,2025-08-20,2025-08-20,Henry,USA,Technology,818.96,151.75,3.0,0.5
GS-1499,2025-11-09,2025-11-08,Diana,Germany,Office Supplies,4757.46,-2049.81,3.0,1.2
